,country,code,year,total_plastic_prod
0,Slovenia,SVN,2011,140330.17376004346
0,Slovenia,SVN,2012,126711.50571079813
0,Slovenia,SVN,2013,131711.2815494515
0,Slovenia,SVN,2014,136013.7168794977
0,Slovenia,SVN,2015,117270.8413685761
0,Slovenia,SVN,2016,121784.62015415536
0,Slovenia,SVN,2017,132183.12003900914
0,Slovenia,SVN,2018,147386.99687384293
0,Slovenia,SVN,2019,147954.94564268974
0,Slovenia,SVN,2020,146180.88022029997
0,Slovenia,SVN,2021,168210.0164789019
0,Slovenia,SVN,2022,163398.32556038687
0,Slovenia,SVN,2023,185578.80260931753
0,Haiti,HTI,1990,103739.77003278973
0,Haiti,HTI,1991,116380.12314023907
0,Haiti,HTI,1992,75624.09872498902
0,Haiti,HTI,1993,62930.031253623856
0,Haiti,HTI,1994,72623.40701264885
0,Haiti,HTI,1995,94258.7714412353
0,Haiti,HTI,1996,97415.04415416675
0,Haiti,HTI,1997,111869.96034353328
0,Haiti,HTI,1998,124767.68676963844
0,Haiti,HTI,1999,139168.68116443523
0,Haiti,HTI,2000,228285.40797432035
0,Haiti,HTI,2001,212149.76236991485
0,Haiti,HTI,2002,207924.0653769341
0,Haiti,HTI,2003,169933.28538275612
0,Haiti,HTI,2004,203954.22854010816
0,Haiti,HTI,2005,235541.94323839803
0,Haiti,HTI,2006,255932.45177712716
0,Haiti,HTI,2007,309201.276875339
0,Haiti,HTI,2008,349551.62934121984
0,Haiti,HTI,2009,388552.2625012499
0,Haiti,HTI,2010,397340.8351031801
0,Haiti,HTI,2011,435852.0712399306
0,Haiti,HTI,2012,459311.2622707861
0,Haiti,HTI,2013,499301.04757001274
0,Haiti,HTI,2014,507489.3864127046
0,Haiti,HTI,2015,497530.02110674453
0,Haiti,HTI,2016,471384.6924465432
0,Haiti,HTI,2017,505696.0110518208
0,Haiti,HTI,2018,549603.962492251
0,Haiti,HTI,2019,503107.2413890607
0,Haiti,HTI,2020,486091.3431401577
0,Haiti,HTI,2021,699488.2152393293
0,Haiti,HTI,2022,678585.970404059
0,Haiti,HTI,2023,665092.9489961641
0,Comoros,COM,1990,28959.96041982002
0,Comoros,COM,1991,28588.31274382734
0,Comoros,COM,1992,30831.64215145419
0,Comoros,COM,1993,30527.822521648486
0,Comoros,COM,1994,21515.896109993868
0,Comoros,COM,1995,26859.5022987673
0,Comoros,COM,1996,26697.184497046783
0,Comoros,COM,1997,24566.539423750168
0,Comoros,COM,1998,24948.14576380883
0,Comoros,COM,1999,25780.515870555173
0,Comoros,COM,2000,23669.4052956623
0,Comoros,COM,2001,25514.72853138292
0,Comoros,COM,2002,28713.415980089227
0,Comoros,COM,2003,36864.424662212805
0,Comoros,COM,2004,42716.844795175144
0,Comoros,COM,2005,44074.37791057894
0,Comoros,COM,2006,47079.87193215121
0,Comoros,COM,2007,53634.714893372366
0,Comoros,COM,2008,61722.7249886499
0,Comoros,COM,2009,61027.21388089929
0,Comoros,COM,2010,61205.00633323635
0,Comoros,COM,2011,68964.17253059115
0,Comoros,COM,2012,68475.95122481335
0,Comoros,COM,2013,75242.40514035312
0,Comoros,COM,2014,77491.37471947087
0,Comoros,COM,2015,65118.097844705764
0,Comoros,COM,2016,68273.18819990805
0,Comoros,COM,2017,72628.03068257475
0,Comoros,COM,2018,80134.4270999043
0,Comoros,COM,2019,80553.84507391347
0,Comoros,COM,2020,82577.40984055612
0,Comoros,COM,2021,87366.76546306662
0,Comoros,COM,2022,83755.71545353158
0,Comoros,COM,2023,91161.26088642768
0,Israel,ISR,1990,258598.9498123617
0,Israel,ISR,1991,296052.429904251
0,Israel,ISR,1992,331324.69625256566
0,Israel,ISR,1993,332985.0858430684
0,Israel,ISR,1994,378370.413213183
0,Israel,ISR,1995,439905.8411519349
0,Israel,ISR,1996,480220.9731499795
0,Israel,ISR,1997,498478.9921955152
0,Israel,ISR,1998,503500.3548430319
0,Israel,ISR,1999,507133.26165553654
0,Israel,ISR,2000,570514.2968494947
0,Israel,ISR,2001,564643.1112114205
0,Israel,ISR,2002,524486.1143393189
0,Israel,ISR,2003,550652.8044316972
0,Israel,ISR,2004,587027.08350931
0,Israel,ISR,2005,616848.9472958605
0,Israel,ISR,2006,665440.8838839802
0,Israel,ISR,2007,771887.9045745209
0,Israel,ISR,2008,924875.3031859688
0,Israel,ISR,2009,888971.6090121268
0,Israel,ISR,2010,999664.4323803735
0,Israel,ISR,2011,1118886.3437950881
0,Israel,ISR,2012,1099974.1114620336
0,Israel,ISR,2013,1248648.0917907893
0,Israel,ISR,2014,1318254.6916240973
0,Israel,ISR,2015,1272475.4718767616
0,Israel,ISR,2016,1350852.3872698273
0,Israel,ISR,2017,1502429.3652646649
0,Israel,ISR,2018,1579789.6295703943
0,Israel,ISR,2019,1687902.9625145427
0,Israel,ISR,2020,1733184.6672063358
0,Israel,ISR,2021,2048809.480826389
0,Israel,ISR,2022,2201784.1226476915
0,Israel,ISR,2023,2138452.920306629
0,Germany,DEU,1990,9125508.22174298
0,Germany,DEU,1991,9626546.222988395
0,Germany,DEU,1992,10979280.45006054
0,Germany,DEU,1993,10668956.071284274
0,Germany,DEU,1994,11357876.090389537
0,Germany,DEU,1995,13318875.74567705
0,Germany,DEU,1996,12862785.203608377
0,Germany,DEU,1997,11393496.386526637
0,Germany,DEU,1998,11532573.676008113
0,Germany,DEU,1999,11305704.529651634
0,Germany,DEU,2000,10033648.233259654
0,Germany,DEU,2001,10022362.76139916
0,Germany,DEU,2002,10705839.480468614
0,Germany,DEU,2003,12885426.959778944
0,Germany,DEU,2004,14496148.762851467
0,Germany,DEU,2005,14663602.740983753
0,Germany,DEU,2006,15425092.760389943
0,Germany,DEU,2007,17644438.5257594
0,Germany,DEU,2008,19291072.827883184
0,Germany,DEU,2009,17570693.773066577
0,Germany,DEU,2010,17510978.629784826
0,Germany,DEU,2011,19311938.154186655
0,Germany,DEU,2012,18167577.62027699
0,Germany,DEU,2013,19232047.625771888
0,Germany,DEU,2014,20031905.736519083
0,Germany,DEU,2015,17294222.521786176
0,Germany,DEU,2016,17872490.21748097
0,Germany,DEU,2017,19010792.835488208
0,Germany,DEU,2018,20471527.319700994
0,Germany,DEU,2019,20032341.17528589
0,Germany,DEU,2020,20024870.32710068
0,Germany,DEU,2021,22037679.836556513
0,Germany,DEU,2022,21027947.37460747
0,Germany,DEU,2023,22952342.283878684
0,Congo,COG,1990,28445.62359894619
0,Congo,COG,1991,27694.601725371565
0,Congo,COG,1992,29812.40435836853
0,Congo,COG,1993,27282.668035782688
0,Congo,COG,1994,17983.3047911798
0,Congo,COG,1995,21506.4348384311
0,Congo,COG,1996,25822.89517545657
0,Congo,COG,1997,23607.42708990942
0,Congo,COG,1998,19813.94972372823
0,Congo,COG,1999,23933.21297817212
0,Congo,COG,2000,32807.69839272349
0,Congo,COG,2001,28424.874947364668
0,Congo,COG,2002,30839.225189691766
0,Congo,COG,2003,35610.80082449199
0,Congo,COG,2004,47332.110125250365
0,Congo,COG,2005,67588.64196620283
0,Congo,COG,2006,82044.51076343708
0,Congo,COG,2007,89264.78918351939
0,Congo,COG,2008,118405.69327346716
0,Congo,COG,2009,98824.7324253428
0,Congo,COG,2010,133636.3938949311
0,Congo,COG,2011,159116.66887407895
0,Congo,COG,2012,179825.49545136496
0,Congo,COG,2013,182527.10327330438
0,Congo,COG,2014,182126.65727292784
0,Congo,COG,2015,126383.55161854625
0,Congo,COG,2016,111102.77260414879
0,Congo,COG,2017,120282.0691055196
0,Congo,COG,2018,150157.5344347836
0,Congo,COG,2019,142054.39061512746
0,Congo,COG,2020,116564.33995197795
0,Congo,COG,2021,150683.9119226301
0,Congo,COG,2022,160759.5967056072
0,Congo,COG,2023,155718.66083701095
0,Honduras,HND,1990,212535.0346488308
0,Honduras,HND,1991,200691.2450232638
0,Honduras,HND,1992,213428.29653448472
0,Honduras,HND,1993,212695.6069258546
0,Honduras,HND,1994,200415.47254703732
0,Honduras,HND,1995,230858.66431165274
0,Honduras,HND,1996,225142.03044500444
0,Honduras,HND,1997,247680.7449117085
0,Honduras,HND,1998,274846.17586554104
0,Honduras,HND,1999,276926.2031162853
0,Honduras,HND,2000,310259.8819926546
0,Honduras,HND,2001,330314.21694454
0,Honduras,HND,2002,339254.79302058637
0,Honduras,HND,2003,355320.55985660275
0,Honduras,HND,2004,382903.34404995275
0,Honduras,HND,2005,421227.5052111782
0,Honduras,HND,2006,471326.80573347944
0,Honduras,HND,2007,533657.3699335855
0,Honduras,HND,2008,599298.9317408132
0,Honduras,HND,2009,629768.0278780913
0,Honduras,HND,2010,683812.537111132
0,Honduras,HND,2011,764583.9434230619
0,Honduras,HND,2012,799910.4835445998
0,Honduras,HND,2013,798666.049396664
0,Honduras,HND,2014,852924.5349370979
0,Honduras,HND,2015,905734.7352445087
0,Honduras,HND,2016,937587.4396877127
0,Honduras,HND,2017,998832.7702453919
0,Honduras,HND,2018,1039047.3933134832
0,Honduras,HND,2019,1074209.719642754
0,Honduras,HND,2020,1008157.2030453008
0,Honduras,HND,2021,1215040.598496394
0,Honduras,HND,2022,1356717.8398367928
0,Honduras,HND,2023,1485130.8893012495
0,Montenegro,MNE,1990,
0,Montenegro,MNE,1991,
0,Montenegro,MNE,1992,
0,Montenegro,MNE,1993,
0,Montenegro,MNE,1994,
0,Montenegro,MNE,1995,
0,Montenegro,MNE,1996,
0,Montenegro,MNE,1997,
0,Montenegro,MNE,1998,8120.2016574655945
0,Montenegro,MNE,1999,7879.6088733594115
0,Montenegro,MNE,2000,9356.223100565063
0,Montenegro,MNE,2001,11025.167251346751
0,Montenegro,MNE,2002,12211.607124763499
0,Montenegro,MNE,2003,16232.68227770004
0,Montenegro,MNE,2004,19707.18362132799
0,Montenegro,MNE,2005,21455.630670065606
0,Montenegro,MNE,2006,25873.1210989367
0,Montenegro,MNE,2007,34987.10110786452
0,Montenegro,MNE,2008,43209.027321974994
0,Montenegro,MNE,2009,39536.62289001046
0,Montenegro,MNE,2010,39381.24056189205
0,Montenegro,MNE,2011,43197.18242791626
0,Montenegro,MNE,2012,38854.08688831002
0,Montenegro,MNE,2013,42449.51557561656
0,Montenegro,MNE,2014,43666.99180873541
0,Montenegro,MNE,2015,38542.34209710244
0,Montenegro,MNE,2016,41605.02732794277
0,Montenegro,MNE,2017,46164.53254254758
0,Montenegro,MNE,2018,52346.38252086859
0,Montenegro,MNE,2019,52680.14000509644
0,Montenegro,MNE,2020,45341.32913765361
0,Montenegro,MNE,2021,55715.95143390665
0,Montenegro,MNE,2022,59217.54078076923
0,Montenegro,MNE,2023,70384.06601875163
0,Denmark,DNK,1990,49426.14681257163
0,Denmark,DNK,1991,49775.58777125597
0,Denmark,DNK,1992,54670.379556536995
0,Denmark,DNK,1993,51195.27694141835
0,Denmark,DNK,1994,55831.15073325119
0,Denmark,DNK,1995,66143.62975110892
0,Denmark,DNK,1996,67082.28551924418
0,Denmark,DNK,1997,62043.15094086266
0,Denmark,DNK,1998,63278.12739303573
0,Denmark,DNK,1999,63626.084774368675
0,Denmark,DNK,2000,58690.005314196365
0,Denmark,DNK,2001,58916.20934571865
0,Denmark,DNK,2002,63865.614255501874
0,Denmark,DNK,2003,77973.65791477228
0,Denmark,DNK,2004,89870.8345369583
0,Denmark,DNK,2005,94552.31849016693
0,Denmark,DNK,2006,101136.97982365679
0,Denmark,DNK,2007,114200.21002212571
0,Denmark,DNK,2008,126333.58028991552
0,Denmark,DNK,2009,114850.13789014312
0,Denmark,DNK,2010,115119.69915888528
0,Denmark,DNK,2011,122987.94499450481
0,Denmark,DNK,2012,116962.23640856457
0,Denmark,DNK,2013,122838.23500678773
0,Denmark,DNK,2014,126202.2249281564
0,Denmark,DNK,2015,108211.62634480416
0,Denmark,DNK,2016,111945.15538091256
0,Denmark,DNK,2017,118739.86792845611
0,Denmark,DNK,2018,127577.8128082274
0,Denmark,DNK,2019,123880.17161996561
0,Denmark,DNK,2020,126834.71924630791
0,Denmark,DNK,2021,145041.5064068611
0,Denmark,DNK,2022,143067.71022114137
0,Denmark,DNK,2023,144509.07309776457
0,Pakistan,PAK,1990,1577612.360617145
0,Pakistan,PAK,1991,1799008.557298887
0,Pakistan,PAK,1992,1927524.256328295
0,Pakistan,PAK,1993,2042870.0141609344
0,Pakistan,PAK,1994,2061933.310061546
0,Pakistan,PAK,1995,2390882.342533552
0,Pakistan,PAK,1996,2496716.4325801795
0,Pakistan,PAK,1997,2461748.711028339
0,Pakistan,PAK,1998,2452230.9060287685
0,Pakistan,PAK,1999,2483061.2987349587
0,Pakistan,PAK,2000,3922689.0969254924
0,Pakistan,PAK,2001,3830454.9985987246
0,Pakistan,PAK,2002,3861119.117821863
0,Pakistan,PAK,2003,4430828.332002262
0,Pakistan,PAK,2004,5213283.225547041
0,Pakistan,PAK,2005,5725578.513327084
0,Pakistan,PAK,2006,6382594.165800733
0,Pakistan,PAK,2007,7260680.6870450955
0,Pakistan,PAK,2008,7972900.596218331
0,Pakistan,PAK,2009,7386735.107851036
0,Pakistan,PAK,2010,7756266.994605456
0,Pakistan,PAK,2011,9092036.633772623
0,Pakistan,PAK,2012,9861726.071550088
0,Pakistan,PAK,2013,10198863.329983918
0,Pakistan,PAK,2014,10700935.536331432
0,Pakistan,PAK,2015,11827574.446903458
0,Pakistan,PAK,2016,12366441.436148373
0,Pakistan,PAK,2017,13374885.629348677
0,Pakistan,PAK,2018,14042145.571175281
0,Pakistan,PAK,2019,12653471.286781477
0,Pakistan,PAK,2020,11845791.88275394
0,Pakistan,PAK,2021,13742023.111184362
0,Pakistan,PAK,2022,14777901.803284414
0,Pakistan,PAK,2023,13341879.554852063
0,Cameroon,CMR,1990,181572.49578443647
0,Cameroon,CMR,1991,174579.2601113289
0,Cameroon,CMR,1992,177993.8664395452
0,Cameroon,CMR,1993,238594.8782802718
0,Cameroon,CMR,1994,131263.28027299515
0,Cameroon,CMR,1995,160197.05523083702
0,Cameroon,CMR,1996,163570.13090233612
0,Cameroon,CMR,1997,159086.57756740344
0,Cameroon,CMR,1998,166586.97288707554
0,Cameroon,CMR,1999,170533.8372236959
0,Cameroon,CMR,2000,155800.30703612996
0,Cameroon,CMR,2001,161505.09378063795
0,Cameroon,CMR,2002,183087.78249273016
0,Cameroon,CMR,2003,235476.3936202554
0,Cameroon,CMR,2004,277585.5704372874
0,Cameroon,CMR,2005,287665.56151880504
0,Cameroon,CMR,2006,308317.78682831844
0,Cameroon,CMR,2007,352813.21009240224
0,Cameroon,CMR,2008,408649.5273194645
0,Cameroon,CMR,2009,411861.32497385103
0,Cameroon,CMR,2010,405587.9493382441
0,Cameroon,CMR,2011,451641.4564999821
0,Cameroon,CMR,2012,444625.25046811136
0,Cameroon,CMR,2013,497316.05573617626
0,Cameroon,CMR,2014,536506.1559293105
0,Cameroon,CMR,2015,474927.98327314196
0,Cameroon,CMR,2016,498579.9042752874
0,Cameroon,CMR,2017,532259.7369080334
0,Cameroon,CMR,2018,589129.8522880552
0,Cameroon,CMR,2019,584886.4263434256
0,Cameroon,CMR,2020,601186.3742450323
0,Cameroon,CMR,2021,663412.8521303488
0,Cameroon,CMR,2022,643515.6594779467
0,Cameroon,CMR,2023,706938.8290031604
0,Uruguay,URY,1990,83220.23001777688
0,Uruguay,URY,1991,100290.33974266892
0,Uruguay,URY,1992,115253.7531500399
0,Uruguay,URY,1993,134262.51080767156
0,Uruguay,URY,1994,156389.86532400723
0,Uruguay,URY,1995,172705.57554845378
0,Uruguay,URY,1996,183604.30397296857
0,Uruguay,URY,1997,214518.59685934853
0,Uruguay,URY,1998,227192.49472464627
0,Uruguay,URY,1999,214645.73390801038
0,Uruguay,URY,2000,204258.2107273183
0,Uruguay,URY,2001,187034.7024344353
0,Uruguay,URY,2002,121772.31602195455
0,Uruguay,URY,2003,107803.1518115144
0,Uruguay,URY,2004,122486.61762788941
0,Uruguay,URY,2005,155389.92024334733
0,Uruguay,URY,2006,176677.0107846028
0,Uruguay,URY,2007,212979.57511160945
0,Uruguay,URY,2008,278506.72075774916
0,Uruguay,URY,2009,292725.033245861
0,Uruguay,URY,2010,375437.2351371285
0,Uruguay,URY,2011,450542.3361786602
0,Uruguay,URY,2012,485354.87058350194
0,Uruguay,URY,2013,548944.6699243833
0,Uruguay,URY,2014,550363.7571153109
0,Uruguay,URY,2015,516213.50186253036
0,Uruguay,URY,2016,514427.7102637948
0,Uruguay,URY,2017,581775.4627899532
0,Uruguay,URY,2018,584803.6472884922
0,Uruguay,URY,2019,556862.9354502918
0,Uruguay,URY,2020,480310.63248331845
0,Uruguay,URY,2021,543782.3553932167
0,Uruguay,URY,2022,627942.9768366963
0,Uruguay,URY,2023,691271.3839162908
0,Saint Kitts and Nevis,KNA,1990,4144.204442734326
0,Saint Kitts and Nevis,KNA,1991,4206.798461422755
0,Saint Kitts and Nevis,KNA,1992,4618.746230014359
0,Saint Kitts and Nevis,KNA,1993,5031.11788586572
0,Saint Kitts and Nevis,KNA,1994,5630.141231756338
0,Saint Kitts and Nevis,KNA,1995,5979.706925289402
0,Saint Kitts and Nevis,KNA,1996,6369.965795757595
0,Saint Kitts and Nevis,KNA,1997,7146.255484041651
0,Saint Kitts and Nevis,KNA,1998,7310.605499329961
0,Saint Kitts and Nevis,KNA,1999,7755.779056231763
0,Saint Kitts and Nevis,KNA,2000,8043.815894557597
0,Saint Kitts and Nevis,KNA,2001,8748.597414507309
0,Saint Kitts and Nevis,KNA,2002,9176.51563417576
0,Saint Kitts and Nevis,KNA,2003,8962.73332082959
0,Saint Kitts and Nevis,KNA,2004,9669.080338321664
0,Saint Kitts and Nevis,KNA,2005,10437.870531738563
0,Saint Kitts and Nevis,KNA,2006,12292.165349475488
0,Saint Kitts and Nevis,KNA,2007,13148.064374769145
0,Saint Kitts and Nevis,KNA,2008,14834.405169493963
0,Saint Kitts and Nevis,KNA,2009,14769.20283120061
0,Saint Kitts and Nevis,KNA,2010,14853.99865159672
0,Saint Kitts and Nevis,KNA,2011,15948.404908371329
0,Saint Kitts and Nevis,KNA,2012,15744.091249176156
0,Saint Kitts and Nevis,KNA,2013,16688.58271175569
0,Saint Kitts and Nevis,KNA,2014,18161.449643602362
0,Saint Kitts and Nevis,KNA,2015,18258.943713342785
0,Saint Kitts and Nevis,KNA,2016,19204.989429208064
0,Saint Kitts and Nevis,KNA,2017,20161.773622320095
0,Saint Kitts and Nevis,KNA,2018,20535.077002398648
0,Saint Kitts and Nevis,KNA,2019,21132.26350349712
0,Saint Kitts and Nevis,KNA,2020,16860.751587087158
0,Saint Kitts and Nevis,KNA,2021,16378.155941872048
0,Saint Kitts and Nevis,KNA,2022,18720.698234953972
0,Saint Kitts and Nevis,KNA,2023,20544.327635363672
0,Turkey,TUR,1990,1312671.2516557842
0,Turkey,TUR,1991,1315975.519291798
0,Turkey,TUR,1992,1386290.319583077
0,Turkey,TUR,1993,1571974.3280281716
0,Turkey,TUR,1994,1138365.9158134477
0,Turkey,TUR,1995,1475292.5942588244
0,Turkey,TUR,1996,1581111.2926766241
0,Turkey,TUR,1997,1654422.9486148087
0,Turkey,TUR,1998,2404300.659053504
0,Turkey,TUR,1999,2233994.573839535
0,Turkey,TUR,2000,2389947.037135564
0,Turkey,TUR,2001,1757888.1966865466
0,Turkey,TUR,2002,2093305.916352311
0,Turkey,TUR,2003,2741091.848147846
0,Turkey,TUR,2004,3562471.302829146
0,Turkey,TUR,2005,4411553.334058312
0,Turkey,TUR,2006,4853841.090181893
0,Turkey,TUR,2007,5936395.630238317
0,Turkey,TUR,2008,6712973.812995548
0,Turkey,TUR,2009,5657300.459403315
0,Turkey,TUR,2010,6769766.737088708
0,Turkey,TUR,2011,7308391.228285278
0,Turkey,TUR,2012,7672341.168371854
0,Turkey,TUR,2013,8345366.535551576
0,Turkey,TUR,2014,8180998.816776976
0,Turkey,TUR,2015,7530822.90370081
0,Turkey,TUR,2016,7577603.972454666
0,Turkey,TUR,2017,7484423.062137739
0,Turkey,TUR,2018,6787235.853461009
0,Turkey,TUR,2019,6630694.713550161
0,Turkey,TUR,2020,6276356.567215023
0,Turkey,TUR,2021,7143539.713814792
0,Turkey,TUR,2022,7903782.412240773
0,Turkey,TUR,2023,9654271.59127274
0,Morocco,MAR,1990,312544.37679725495
0,Morocco,MAR,1991,334350.2184623688
0,Morocco,MAR,1992,349112.6896963899
0,Morocco,MAR,1993,327824.88781872194
0,Morocco,MAR,1994,368717.34981410985
0,Morocco,MAR,1995,404198.62583903264
0,Morocco,MAR,1996,446982.3290084581
0,Morocco,MAR,1997,405416.07042102626
0,Morocco,MAR,1998,481530.4148022329
0,Morocco,MAR,1999,479136.308065374
0,Morocco,MAR,2000,445489.85875601595
0,Morocco,MAR,2001,453919.92028271756
0,Morocco,MAR,2002,487532.5958355759
0,Morocco,MAR,2003,600953.5581058417
0,Morocco,MAR,2004,684679.7664717467
0,Morocco,MAR,2005,713039.8725693026
0,Morocco,MAR,2006,785854.797973816
0,Morocco,MAR,2007,900434.7943735867
0,Morocco,MAR,2008,1054480.6058640105
0,Morocco,MAR,2009,1047563.2499715311
0,Morocco,MAR,2010,1044563.9092491535
0,Morocco,MAR,2011,1139997.8089343258
0,Morocco,MAR,2012,1107446.3459402772
0,Morocco,MAR,2013,1198598.9936506385
0,Morocco,MAR,2014,1233722.0139639394
0,Morocco,MAR,2015,1143448.359007152
0,Morocco,MAR,2016,1155452.2678736062
0,Morocco,MAR,2017,1227609.18313717
0,Morocco,MAR,2018,1318748.1528166041
0,Morocco,MAR,2019,1335101.5474307854
0,Morocco,MAR,2020,1256741.4248709076
0,Morocco,MAR,2021,1468668.7020798197
0,Morocco,MAR,2022,1355733.7782465254
0,Morocco,MAR,2023,1461332.246479562
0,Micronesia (country),FSM,1990,2335.530723257853
0,Micronesia (country),FSM,1991,2636.9918899827117
0,Micronesia (country),FSM,1992,2825.8017786156493
0,Micronesia (country),FSM,1993,3147.889235695367
0,Micronesia (country),FSM,1994,3212.9413821991525
0,Micronesia (country),FSM,1995,3515.597287126873
0,Micronesia (country),FSM,1996,3467.3539806245785
0,Micronesia (country),FSM,1997,3278.4108144231936
0,Micronesia (country),FSM,1998,3472.72316266772
0,Micronesia (country),FSM,1999,3492.8322091259874
0,Micronesia (country),FSM,2000,3701.178368000416
0,Micronesia (country),FSM,2001,3823.3351926704877
0,Micronesia (country),FSM,2002,3847.869371728732
0,Micronesia (country),FSM,2003,3894.130967719241
0,Micronesia (country),FSM,2004,3811.674992069114
0,Micronesia (country),FSM,2005,3971.0670307428645
0,Micronesia (country),FSM,2006,4022.791420401971
0,Micronesia (country),FSM,2007,4074.282574316297
0,Micronesia (country),FSM,2008,4175.159413891032
0,Micronesia (country),FSM,2009,4447.101185842649
0,Micronesia (country),FSM,2010,4711.427096740164
0,Micronesia (country),FSM,2011,4939.228607332384
0,Micronesia (country),FSM,2012,5192.251311115436
0,Micronesia (country),FSM,2013,5033.04332241716
0,Micronesia (country),FSM,2014,5065.6772870339855
0,Micronesia (country),FSM,2015,5021.548132138624
0,Micronesia (country),FSM,2016,5156.572588714689
0,Micronesia (country),FSM,2017,5696.029413380225
0,Micronesia (country),FSM,2018,6219.619860849717
0,Micronesia (country),FSM,2019,6251.352615241808
0,Micronesia (country),FSM,2020,5902.292316928813
0,Micronesia (country),FSM,2021,6187.887106457626
0,Micronesia (country),FSM,2022,6822.542194299434
0,Micronesia (country),FSM,2023,7298.5335101807905
0,Thailand,THA,1990,1069073.7277305562
0,Thailand,THA,1991,1230562.7671273279
0,Thailand,THA,1992,1396141.8852704857
0,Thailand,THA,1993,1614564.9541193366
0,Thailand,THA,1994,1837472.5979688433
0,Thailand,THA,1995,2120516.480148288
0,Thailand,THA,1996,2292838.619414079
0,Thailand,THA,1997,1881274.6416010833
0,Thailand,THA,1998,1423986.9986814512
0,Thailand,THA,1999,1586754.9043375219
0,Thailand,THA,2000,1583285.1478924216
0,Thailand,THA,2001,1506925.170473908
0,Thailand,THA,2002,1682355.2915573597
0,Thailand,THA,2003,1907582.8268248532
0,Thailand,THA,2004,2165822.8744387105
0,Thailand,THA,2005,2371546.3994768625
0,Thailand,THA,2006,2777913.10807179
0,Thailand,THA,2007,3293819.2974730236
0,Thailand,THA,2008,3650084.8937127134
0,Thailand,THA,2009,3528921.651725801
0,Thailand,THA,2010,4272937.782310436
0,Thailand,THA,2011,4645157.615292493
0,Thailand,THA,2012,4980118.006077924
0,Thailand,THA,2013,5265419.106316154
0,Thailand,THA,2014,5102638.681369163
0,Thailand,THA,2015,5026941.947123398
0,Thailand,THA,2016,5178141.345780516
0,Thailand,THA,2017,5716672.598160883
0,Thailand,THA,2018,6347988.703701587
0,Thailand,THA,2019,6814265.845875877
0,Thailand,THA,2020,6269166.443014259
0,Thailand,THA,2021,6341753.95818309
0,Thailand,THA,2022,6208828.951228826
0,Thailand,THA,2023,6450592.712737906
0,Guatemala,GTM,1990,340158.1810893722
0,Guatemala,GTM,1991,418234.18223085144
0,Guatemala,GTM,1992,464238.67853692855
0,Guatemala,GTM,1993,506890.1138245613
0,Guatemala,GTM,1994,577286.194982629
0,Guatemala,GTM,1995,651637.5743024764
0,Guatemala,GTM,1996,696965.5395357239
0,Guatemala,GTM,1997,791015.3272541038
0,Guatemala,GTM,1998,862400.7213352266
0,Guatemala,GTM,1999,814509.4718401097
0,Guatemala,GTM,2000,857662.5081389361
0,Guatemala,GTM,2001,818369.3006323627
0,Guatemala,GTM,2002,909030.7170426346
0,Guatemala,GTM,2003,959370.4228739298
0,Guatemala,GTM,2004,1048340.4541278315
0,Guatemala,GTM,2005,1190896.02136538
0,Guatemala,GTM,2006,1322547.5243733088
0,Guatemala,GTM,2007,1492560.166807705
0,Guatemala,GTM,2008,1712028.553208912
0,Guatemala,GTM,2009,1650776.224464331
0,Guatemala,GTM,2010,1808642.47148439
0,Guatemala,GTM,2011,2084293.6924258498
0,Guatemala,GTM,2012,2205143.369345595
0,Guatemala,GTM,2013,2356432.799306136
0,Guatemala,GTM,2014,2572336.8371614446
0,Guatemala,GTM,2015,2765039.7881020326
0,Guatemala,GTM,2016,2936997.051628869
0,Guatemala,GTM,2017,3186010.915085584
0,Guatemala,GTM,2018,3260470.816462852
0,Guatemala,GTM,2019,3431388.1852035234
0,Guatemala,GTM,2020,3455526.158172078
0,Guatemala,GTM,2021,3826262.3752805754
0,Guatemala,GTM,2022,4224225.950197864
0,Guatemala,GTM,2023,4537569.982983264
0,Bermuda,BMU,1990,1739.0581509668666
0,Bermuda,BMU,1991,1785.4723505499435
0,Bermuda,BMU,1992,1834.6167971673192
0,Bermuda,BMU,1993,1988.0128873324732
0,Bermuda,BMU,1994,2039.1233302343066
0,Bermuda,BMU,1995,2217.779665960791
0,Bermuda,BMU,1996,2943.6322215112923
0,Bermuda,BMU,1997,3202.9368875444
0,Bermuda,BMU,1998,3419.086176854569
0,Bermuda,BMU,1999,3630.6093355898224
0,Bermuda,BMU,2000,3800.7430413839215
0,Bermuda,BMU,2001,4019.451118214636
0,Bermuda,BMU,2002,4299.842028143039
0,Bermuda,BMU,2003,4572.098986106858
0,Bermuda,BMU,2004,4897.738826184099
0,Bermuda,BMU,2005,5316.485550624992
0,Bermuda,BMU,2006,6709.855111492356
0,Bermuda,BMU,2007,7390.232672439579
0,Bermuda,BMU,2008,7622.849719761824
0,Bermuda,BMU,2009,7269.009704116719
0,Bermuda,BMU,2010,7245.557974190908
0,Bermuda,BMU,2011,6894.082352477506
0,Bermuda,BMU,2012,6965.611548479688
0,Bermuda,BMU,2013,7061.244457399474
0,Bermuda,BMU,2014,7004.708686010846
0,Bermuda,BMU,2015,7267.416331947502
0,Bermuda,BMU,2016,7535.384617869848
0,Bermuda,BMU,2017,7800.114830809513
0,Bermuda,BMU,2018,7891.4809096640965
